status,experience_id,transaction_id,user_id,timestamp,experience_description,total_spend,enhanced_redemption_rate,boost_type,match_status,required_link,clean_description
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,7ae780b5-8876-45f7-aa5b-ef4cee57a725,f879b91f-0bdc-4a11-8289-d87b922a10db,2026-03-28 14:00:00,Gopuff offer,42.02,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,798afcfa-3712-4365-9168-2b4e7e650efa,205c87d3-3a2a-4a87-8989-e3d5d5e2b92d,2026-02-14 12:00:00,Gopuff offer,24.83,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,97d7c92c-f0bb-4d5c-8414-66055aa080c7,205c87d3-3a2a-4a87-8989-e3d5d5e2b92d,2026-03-02 14:00:00,Gopuff offer,33.27,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,97594200-ee01-48a9-8fef-3828f6af6da9,205c87d3-3a2a-4a87-8989-e3d5d5e2b92d,2026-04-13 14:00:00,Gopuff offer,10.76,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,58d183fb-c0dc-48d3-b0c5-bd642f4866f4,f3cd8d4f-88ff-4ede-948e-0285e3b1c12c,2026-02-12 12:00:00,Gopuff offer,37.58,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,988a1d44-04b4-49e5-8de0-a9818a31fff2,f3cd8d4f-88ff-4ede-948e-0285e3b1c12c,2026-03-26 14:00:00,Gopuff offer,36.52,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,9be68cfe-4507-4c92-a86b-8d8239de2910,f3cd8d4f-88ff-4ede-948e-0285e3b1c12c,2026-04-26 14:00:00,Gopuff offer,39.45,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,8e572f1b-b114-4f6e-a2fc-3f83abd89303,b463d4b3-ddf8-4ddb-9c4b-58ae9fc3c0f2,2026-02-20 12:00:00,Gopuff offer,9.47,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,646c602a-e8f6-4479-846a-148ff5994121,b463d4b3-ddf8-4ddb-9c4b-58ae9fc3c0f2,2026-03-16 14:00:00,Gopuff offer,6.48,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,86207947-34b8-4784-90d6-6a7984da838b,b463d4b3-ddf8-4ddb-9c4b-58ae9fc3c0f2,2026-04-09 14:00:00,Gopuff offer,15.7,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,01be79c8-a450-473c-9442-a098f36e117f,6af21aca-c607-4dc7-a423-7b9bac14a256,2026-02-13 12:00:00,Gopuff offer,38.13,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,19ba2458-10e8-4519-b8fa-64d24c88f770,6af21aca-c607-4dc7-a423-7b9bac14a256,2026-03-10 14:00:00,Gopuff offer,32.84,FALSE,,match,FALSE,Gopuff
redeemable,a87612e1-6714-4504-96fd-28d057ac1387,aa873d0a-77ef-47ff-bcc8-8ebc2bab45d2,6af21aca-c607-4dc7-a423-7b9bac14a256,2026-04-27 14:00:00,Gopuff offer,14.88,FALSE,,match,FALSE,Gopuff
